external_name,internal_name,category_label,match
Cuprinol Shed and Fence Protector Acorn Brown - 5L,Cuprinol Shed and Fence Protector provides a rustic colour to outdoor wood.,Fence Paint,1
Cuprinol Shed and Fence Protector Golden Brown - 5L,Cuprinol Shed and Fence Protector provides a rustic colour to outdoor wood.,Fence Paint,1
Cuprinol Shed and Fence Protector Chestnut - 5L,Cuprinol Shed and Fence Protector provides a rustic colour to outdoor wood.,Fence Paint,1
Cuprinol Garden Shades  White Daisy - 2.5L,Cuprinol Garden Shades White Daisy gives beautiful long-lasting colour and weatherproof protection to all garden wood.,Garden Paint,1
Ronseal Garden Paint Daisy - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Ultimate Protection Decking Paint Blackcurrant 5L,"Ronseal Ultimate Protection Decking Paint transforms all types and ages of deck, filling in small cracks and covering grey wood.

Fills cracks and locks down splinters
All weather protection
Smooths rough surfaces
Rescues tired decks
Provides a durable finish for everyday use",Garden Paint,1
Ronseal One Coat Fence Life Charcoal Grey 5L,"Ronseal One Coat Fence Life colours and protects any rough sawn wood in just one coat so it's perfect to get your shed and fence looking great without spending more time than you have to. You can brush or spray it on, and it'll protect from rain, frost and snow and won't lose it's colour in the sun. It's low odour and will be showerproof in one hour.When using Ronseal's One Coat Fence Life, wait for a warm dry day, above 10Â°C, and not likely to rain. Cold, wet weather can stop the stain from drying properly. Start by using a stiff brush to get rid of any dirt or debris from the wood. Make sure you cover anything you don't want to get stain on. Give the stain a really good stir with a stirrer or an old wooden spoon until the colour is consistent throughout.Use your brush or sprayer to apply the stain. It'll be dry and protected from the rain within one hour. Check your fence or shed each year to see if it needs a new coat and to keep it looking its best.

Colours and protects rough sawn wood
All weather protection
100% showerproof in 1 hour
Apply by brush or spray
Protects your wood from greying",Fence Paint,1
Ronseal One Coat Fence Life Paint Red Cedar - 9L,"Ronseal One Coat Fence Life colours and protects any rough sawn wood in just one coat so it’s perfect to get your shed and fence looking great without spending more time than you have to. You can brush or spray it on, and it’ll protect from rain, frost and snow and won’t lose it’s colour in the sun. It’s low odour and will be showerproof in just one hour.Check your fence or shed each year to see if it needs a new coat and to keep it looking its best.

Colours and protects rough sawn wood
All weather protection
100% showerproof in 1 hour
Apply by brush or spray
Protects your wood from greying",Fence Paint,1
Rust-Oleum Garden Furniture Paint Hessian - 750ml,"Renovate and transform garden furniture with Rust-Oleum Chalky Finish Garden Furniture Paint. With an ultra durable, scrubbable, soft touch matt finish, it brings a new lease of life and colour to garden furniture. The paint can be directly applied to wood (bare or painted), brick, stone, plaster or any suitably primed rigid surface (metal, plastic etc).This product contains a biocide to protect the dried film from fungal and algal degradation. Once dried the paint film is classed as a treated article and contains the surface biocide 2-octyl-2H-isothiazol-3-one 0.06%, Diuron 0.15% and Zinc Pyrithione 0.06% by weight. Application - Stir thoroughly before use. The product may be applied by brush or roller. If applying by brush, apply evenly, following the grain of the wood. If rollering, use a short to medium nap mohair roller. Two coats are recommended. Coverage - Up to 14m2/L per coat. Coverage may vary depending upon application method, rate of application and porosity of the surface. Drying Time - Touch dry in 1 hour. Hard dry in 4 hours. May be over coated after 4 hours.

Smooth, chalky matt finish
Exceptional coverage in one coat
Works great over old paint and varnish
Water-resistant protection
For exterior use",Garden Paint,1
Ronseal Garden Paint Sage - 250ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal One Coat Fence Life Paint Tudor Harvest Gold - 9L,"Ronseal One Coat Fence Life colours and protects any rough sawn wood in just one coat so it’s perfect to get your shed and fence looking great without spending more time than you have to. You can brush or spray it on, and it’ll protect from rain, frost and snow and won’t lose it’s colour in the sun. It’s low odour and will be showerproof in just one hour.Check your fence or shed each year to see if it needs a new coat and to keep it looking its best.

Colours and protects rough sawn wood
All weather protection
100% showerproof in 1 hour
Apply by brush or spray
Protects your wood from greying",Fence Paint,1
Ronseal Garden Paint Cornflower - 250ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Garden Paint White Ash - 250ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Dulux Pure Brilliant White - Quick Dry Satinwood - 2.5L,"Dulux Quick Dry Satinwood creates a mid-sheen satin finish, providing a subtle, attractive alternative to gloss. It is easy to use thanks to its quick drying and low odour formulation.

Touch dry in 1 hour
Lasting protection
Stays white
Non drip
Easy to apply",Interior Wood Paint,1
Ronseal Garden Paint Bluebell - 750ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Interior Varnish Matt Antique Pine - 250ml,"Ronseal Interior Varnish Matt gives great protection against knocks, scuffs and scratches. It gives richer colour and comes in gloss, satin or matt.",Interior Woodcare,1
Ronseal One Coat Fence Life Paint Tudor Black Oak - 9L,"Ronseal One Coat Fence Life colours and protects any rough sawn wood in just one coat so it’s perfect to get your shed and fence looking great without spending more time than you have to. You can brush or spray it on, and it’ll protect from rain, frost and snow and won’t lose it’s colour in the sun. It’s low odour and will be showerproof in just one hour.Check your fence or shed each year to see if it needs a new coat and to keep it looking its best.

Colours and protects rough sawn wood
All weather protection
100% showerproof in 1 hour
Apply by brush or spray
Protects your wood from greying",Fence Paint,1
Crown Breatheasy Pure Brilliant White - Quick Drying Satin Paint - 2.5L,"Durable, cleanable satin finish for interior wood and metal. Non-yellowing formula retains its bright white finish for longer and is quick drying and wipeable.

Liquid formulation
Tough & durable
Touch dry in 1 hour
For interior wood & metal",Interior Wood Paint,1
Ronseal Fence Life Plus Paint Medium Oak - 5L,"Ronseal Fence Life Plus gives 5 year protection on all rough sawn and smooth planed sheds and fences. It'll protect the wood from rain, frost and snow and won't lose its colour in the sun. It can be applied by brush or using a sprayer. There's no need to worry about quick changes to the weather because Fence Life Plus will be showerproof in just one hour and it can be applied to damp wood.

100% rainproof in 1 hour
5 Year lasting colour
Protects from all weather
Suitable for all exterior rough sawn and smooth planed wood
Can be applied to damp wood",Fence Paint,1
Ronseal One Coat Fence Life Paint Medium Oak - 9L,"Ronseal One Coat Fence Life colours and protects any rough sawn wood in just one coat so it’s perfect to get your shed and fence looking great without spending more time than you have to. You can brush or spray it on, and it’ll protect from rain, frost and snow and won’t lose it’s colour in the sun. It’s low odour and will be showerproof in just one hour.Check your fence or shed each year to see if it needs a new coat and to keep it looking its best.

Colours and protects rough sawn wood
All weather protection
100% showerproof in 1 hour
Apply by brush or spray
Protects your wood from greying",Fence Paint,1
Ronseal One Coat Fence Life Paint Dark Oak - 9L,"Ronseal One Coat Fence Life colours and protects any rough sawn wood in just one coat so it’s perfect to get your shed and fence looking great without spending more time than you have to. You can brush or spray it on, and it’ll protect from rain, frost and snow and won’t lose it’s colour in the sun. It’s low odour and will be showerproof in just one hour.Check your fence or shed each year to see if it needs a new coat and to keep it looking its best.

Colours and protects rough sawn wood
All weather protection
100% showerproof in 1 hour
Apply by brush or spray
Protects your wood from greying",Fence Paint,1
Ronseal One Coat Fence Life Paint Forest Green - 9L,"Ronseal One Coat Fence Life colours and protects any rough sawn wood in just one coat so it’s perfect to get your shed and fence looking great without spending more time than you have to. You can brush or spray it on, and it’ll protect from rain, frost and snow and won’t lose it’s colour in the sun. It’s low odour and will be showerproof in just one hour.Check your fence or shed each year to see if it needs a new coat and to keep it looking its best.

Colours and protects rough sawn wood
All weather protection
100% showerproof in 1 hour
Apply by brush or spray
Protects your wood from greying",Fence Paint,1
Ronseal Fence Life Plus Slate - 9L,"Ronseal Fence Life Plus gives 5 year protection on all rough sawn and smooth planed sheds and fences. It'll protect the wood from rain, frost and snow and won't lose its colour in the sun. It can be applied by brush or using a sprayer. There's no need to worry about quick changes to the weather because Fence Life Plus will be showerproof in just one hour and it can be applied to damp wood.

100% rainproof in 1 hour
5 Year lasting colour
Protects from all weather
Suitable for all exterior rough sawn and smooth planed wood
Can be applied to damp wood",Fence Paint,1
Ronseal Interior Varnish Matt Almond Wood - 250ml,"Ronseal Interior Varnish Matt gives great protection against knocks, scuffs and scratches. It gives richer colour and comes in gloss, satin or matt.",Interior Woodcare,1
Crown Pure Brilliant White - Quick Drying Gloss Paint - 2.5L,"Touch and durable gloss finish for interior wood and metal. on-yellowing formula retains its bright white finish for longer and is quick drying and wipeable.

Long lasting whiteness
Tough & durable
Touch dry in 1 hour
For interior & exterior wood & metal",Interior Wood Paint,1
Ronseal Garden Paint Elderflower - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Garden Paint Blackbird - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Farrow & Ball Estate Eggshell Paint Wimborne White - 2.5L,"Wimborne White is one of the brightest whites in the Farrow & Ball palette. It features just a small hint of yellow, giving it a warmth that sets it apart from a pure white while still retaining a fresh feel. Try it as a softer alternative to All White.Estate Eggshell is a washable, water based satin finish for interior wood and metal. Its soft low-shine finish brings an understated elegance to trim and furniture and is suitable for doors, kitchen cupboards, radiators, and other wood and metalwork throughout the home.

Satin finish
Scuff and stain resistant
Washable, wipeable and child safe
A+ rated for indoor air quality
Recommended Primer & Undercoat: White & Light Tones",Interior Wood Paint,1
Farrow & Ball Estate Eggshell Paint All White - 2.5L,"All White is a clean and simple bright white. As its name suggests, it contains no pigments of any other colour. It's softer than standard brilliant whites, which often appear cooler due to the inclusion of blue pigment. Combine All White with the bold Charlotte's Locks for a clean and graphic feel, or with paler tones Pavilion Blue, Cooking Apple Green, or Middleton Pink to create a sense of freshness and light.Estate Eggshell is a washable, water based satin finish for interior wood and metal. Its soft low-shine finish brings an understated elegance to trim and furniture and is suitable for doors, kitchen cupboards, radiators, and other wood and metalwork throughout the home.

Satin finish
Scuff and stain resistant
Washable, wipeable and child safe
A+ rated for indoor air quality
Recommended Primer & Undercoat: White & Light Tones",Interior Wood Paint,1
Homebase Interior Quick Dry Primer Undercoat - White 2.5L,"Homebase Quick Dry Interior Primer Undercoat is 2 products in 1, it both prepares and protects.

Quick Drying formulation
2 in 1 primer and undercoat
Prepares and protects",Interior Wood Paint,1
Farrow & Ball Primer Interior Wood Primer & Undercoat - 2.5L,"For use on bare wood, Farrow & Ball Interior Wood Primer & Undercoat helps create a smooth base on which to build up a rich top coat of Estate Eggshell, Full Gloss, Modern Eggshell or Dead Flat.

Designed to match the chosen top coat colour
Helps create a smooth base on which to build up a rich top coat of Estate Eggshell, Full Gloss, Modern Eggshell or Dead Flat
A+ rated for indoor air quality
Child safe
Follow with two coats of your chosen colour to promote adhesion and full colour depth",Interior Wood Paint,1
Ronseal Garden Paint Charcoal Grey - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Interior Varnish Satin Light Oak - 750ml,"Ronseal Interior varnish is suitable for high wear areas such as dining tables, doors and skirting. Is available in clear and coloured and in a range of finishes.",Interior Woodcare,1
Ronseal Diamond Hard Floor Varnish - Walnut 2.5L,"Ronseal Diamond Hard Floor Varnish gives floors Diamond Hard protection from shoes, scratches and spills, while highlighting the natural beauty of the wood.

Dries in 30 minutes
Gives Diamond Hard Protection against scuffs, scratches and spills
Gives a natural finish that shows off the grain of the wood
Suitable for all interior wooden floors
Non-yellowing finish",Interior Woodcare,1
Solar Company Solar Bug Light - Ladybird or Bumble Bee,"Includes 1 light only - unfortunately when purchasing online you are unable to choose which design you would like


Solar Bug Lights. Perfect for decorating trees, fences, gazebos and patio. 4 warm white LEDs create a beautiful firefly effect.

4 warm white LEDs create a beautiful firefly effect
Perfect for decorating trees, fences, gazebos and patio
Automatically illuminates at night
Charges in direct sunlight",Clearance,1
Natural Weave Round Garden Planter 20cm,"Perfect for housing plants in your house and garden, it could also be used to hold many other items around the home.

Perfect to add a rustic look to your house or garden
Made with natural materials
With a sturdy metal frame",Clearance,1
House Beautiful Halo Wood Side Table,"The Halo natural ash side table has a hidden storage space in the table top and an elegant black metal base.

Has a special rotating top that provides access to a storage area for those elusive remotes",Clearance,1
Miracle-Gro Pump & Feed Orchid Food  - 200ml,".Just one simple pump of new Miracle-Gro® Pump & Feed will feed your orchid for a week with glorious results. No mixing, no measuring, no mess.

Ready to use
Fast & easy - Apply direct to your orchid for your convenience.
Feeds for a week
Perfect for all growers, caring for plants in smaller spaces indoors and outdoors.
Child & Pet friendly",Clearance,1
Ronseal Hardglaze Interior Varnish Clear - 750ml,"For wood that gets a hard time, Ronseal Ultra Tough Varnish has a traditional polyurethane formula that brings out the natural beauty of your wood.

With a rich, clear and mellow finish, it gives long lasting protection against knocks, scratches and most household chemicals.",Interior Woodcare,1
Ronseal Ultra tough Satin Coat 750ml,"For wood that gets a hard time, Ronseal Ultra Tough Varnish has a traditional polyurethane formula that brings out the natural beauty of your wood.

With a rich, clear and mellow finish, it gives long lasting protection against knocks, scratches and most household chemicals.",Interior Woodcare,1
Ronseal Interior Varnish Matt Medium Oak - 250ml,"Ronseal Interior Varnish Matt gives great protection against knocks, scuffs and scratches. It gives richer colour and comes in gloss, satin or matt.",Interior Woodcare,1
Ronseal Interior Varnish Matt - 2.5L,"Ronseal Interior varnish is suitable for high wear areas such as dining tables, doors and skirting. Is available in clear and coloured and in a range of finishes.",Interior Woodcare,1
Ronseal Performance Wax - Antique Pine - 750ml,"Ronseal Performance Wax gives a natural soft, sheen finish to your wood, it provides less durability than a varnish but offers protection against everyday wear and tear.",Interior Woodcare,1
Briwax Finishing Wax Dark Oak - 370g,"Briwax Finishing Wax is made from bees wax and carnuba wax. Briwax clear and coloured waxes are ideal for furniture, skirting, internal doors and more.",Interior Woodcare,1
Ronseal Garden Paint Cornflower - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Interior Varnish Gloss Dark Oak - 750ml,"Ronseal Interior varnish is suitable for high wear areas such as dining tables, doors and skirting. Is available in clear and coloured and in a range of finishes.",Interior Woodcare,1
Ronseal Perfect Finish Garden Furniture Oil Natural - 750ml,"Ronseal Perfect Finish Hardwood Garden Furniture Oil protects your outdoor chairs and tables against the weather and leaves them with a smooth perfect finish. Application is easy and you can get into all the nooks and crannies to ensure the oil protects every inch of your garden furniture.

Restores natural oils lost through weathering
Protects wood from greying
Rainproof in 2 hours
Lasts twice as long as standard hardwood oils
Easy to apply",Interior Woodcare,1
Ronseal Interior Varnish Satin Pearwood - 750ml,"Ronseal Interior varnish is suitable for high wear areas such as dining tables, doors and skirting. Is available in clear and coloured finishes.",Interior Woodcare,1
Ronseal Perfect Finish Interior Varnish - Dark Oak Satin 750ml,"Ronseal Perfect Finish Interior Varnish is ideal to provide colour and protection to interior wood quickly and easily. It dries in just 20 minutes and the Ronseal Perfect Finish Pad applies the right amount of product to the surface of the wood in a smooth finish.

It's easy to use
Dries in just 20 minutes
Perfect finish pad included
Ideal for interior wood
Protects from scuffs, knocks and scratches",Interior Woodcare,1
Ronseal Interior Varnish Satin Beech - 750ml,"Ronseal Interior varnish is suitable for high wear areas such as dining tables, doors and skirting. Is available in clear and coloured and in a range of finishes.",Interior Woodcare,1
Ronseal Performance Wax - Almond Wood - 750ml,"Ronseal Performance Wax gives a natural soft, sheen finish to your wood, it provides less durability than a varnish but offers protection against everyday wear and tear.",Interior Woodcare,1
Ronseal Quick Drying Woodstain - Natural Oak Satin 750ml,"Ronseal Quick Drying Woodstain offers great protection against the weather in just 30 minutes, and brings out the natural beauty of the wood.

Doesn't yellow
Rainproof in 30 minutes
Tough, durable finish
Doesn't crack, peel or blister
Doesn't need a basecoat or primer",Interior Woodcare,1
Ronseal Interior Varnish Matt Beech - 250ml,"Ronseal Interior varnish is suitable for high wear areas such as dining tables, doors and skirting. Is available in clear and coloured and in a range of finishes.",Interior Woodcare,1
Ronseal Quick Drying Woodstain - Natural Oak Satin 2.5L,"Ronseal Quick Drying Woodstain offers great protection against the weather in just 30 minutes, and brings out the natural beauty of the wood.

Doesn't yellow
Rainproof in 30 minutes
Tough, durable finish
Doesn't crack, peel or blister
Doesn't need a basecoat or primer",Interior Woodcare,1
Dulux Quick Dry Gloss Paint - White Cotton - 750ml,"Dulux Quick Dry Gloss is a beautiful gloss paint. It is self-undercoating, wipeable, non-yellowing and suitable for use on interior and exterior wood and metal, including radiators. Thanks to its Quick Dry, low odour formulation it is both convenient and pleasant to use.

No undercoat required
Quick drying
Water based",Interior Wood Paint,1
Homebase Interior Quick Dry Gloss Paint - Brilliant White 2.5L,"Homebase Interior Quick Dry Gloss for interior wood and metal. Quick Drying formulation which stays white for longer

Quick Drying formulation
Touch dry in 1-2 hours
Stay White formulation
High Sheen finish",Interior Wood Paint,1
Farrow & Ball Estate Eggshell All White - 750ml,"All White is a clean and simple bright white. As its name suggests, it contains no pigments of any other colour. It's softer than standard brilliant whites, which often appear cooler due to the inclusion of blue pigment. Combine All White with the bold Charlotte's Locks for a clean and graphic feel, or with paler tones Pavilion Blue, Cooking Apple Green, or Middleton Pink to create a sense of freshness and light.Estate Eggshell is a washable, water based satin finish for interior wood and metal. Its soft low-shine finish brings an understated elegance to trim and furniture and is suitable for doors, kitchen cupboards, radiators, and other wood and metalwork throughout the home.

Satin finish
Scuff and stain resistant
Washable, wipeable and child safe
A+ rated for indoor air quality
Recommended Primer & Undercoat: White & Light Tones",Interior Wood Paint,1
Farrow & Ball Estate Eggshell Paint White Tie - 2.5L,"White Tie is a pretty, traditional white with a yellow base. As a wall colour, it imparts a gentle warmth to any space, with just a hint of black pigment adding a surprising depth. Used alongside other shades from the Farrow & Ball Yellow Based Neutrals, like the darker Matchstick and String, it creates a delicately creamy scheme.Estate Eggshell is a washable, water based satin finish for interior wood and metal. Its soft low-shine finish brings an understated elegance to trim and furniture and is suitable for doors, kitchen cupboards, radiators, and other wood and metalwork throughout the home.

Satin finish
Scuff and stain resistant
Washable, wipeable and child safe
A+ rated for indoor air quality
Recommended Primer & Undercoat: White & Light Tones",Interior Wood Paint,1
Dulux Pure Brilliant White - Quick Dry Gloss - 2.5L,Dulux Quick Dry Gloss is a beautiful gloss paint that is easy to use thanks to its quick drying and low odour formulation.,Interior Wood Paint,1
Homebase Interior Quick Dry Satin Paint - Brilliant White 2.5L,"Homebase Interior Quick Dry Satin for interior wood and metal. Quick Drying formulation which stays white for longer

Quick Drying formulation
Touch dry in 1-2 hours
Stays White formulation
Mid Sheen finish",Interior Wood Paint,1
Ronseal Garden Paint Willow - 750ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Homebase Interior One Coat Satin Paint - Brilliant White 2.5L,"Homebase Interior One Coat satin is formulated to be hard wearing with mid sheen.

One coat formulation
Excellent Coverage
Hard wearing
Mid Sheen finish",Interior Wood Paint,1
Dulux Heritage Eggshell Paint - Florentine Red - 750ml,"Heritage finest quality eggshell is for use on wood and metal. It is formulated to provide the most stunningly smooth eggshell finish to complement the Heritage Velvet Matt for walls. Durable and hardwearing, it will protect the wood and metal work throughout your home, ensuring it remains beautiful for years to come. Choose from the range of expertly selected colours, inspired by some of the most beautiful periods in British design history.                                                                                            https://www.homebase. Co.uk/paint-decorating/paint/Dulux-heritage/Dulux-heritage-paint-calculator. List

Durable
For wood and metal
Water based",Interior Wood Paint,1
Ronseal Garden Paint Cool Breeze - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Garden Paint White Ash - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Ultimate Protection Decking Paint Sage 5L,"Ronseal Ultimate Protection Decking Paint transforms all types and ages of deck, filling in small cracks and covering grey wood.

Fills cracks and locks down splinters
All weather protection
Smooths rough surfaces
Rescues tired decks
Provides a durable finish for everyday use",Garden Paint,1
Ronseal Garden Paint Cornflower - 750ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Unika Solid Surface Rejuvenate Cream - 250ml,Designed to remove minor scratches from solid surface worktops and leave the worktop as good as new.,Clearance,1
Rust-Oleum Furniture Finishing Wax Dark 400ml,"Rust-Oleum Furniture Finishing Wax (dark) is a dark, antiquing wax polish that gives the object a distressed, aged finish. Use over Rust-Oleum Chalky Finish Furniture Paint to protect and enhance the paint finish. It is easy to apply by brush or rag and dries with a soft, velvety sheen. The wax finish ensures the paint finish is water-repellent and seals against stains and marks. Use over Rust-Oleum Chalky Finish Furniture Paint. Application - Apply sparingly in small areas at a time with a brush or soft cloth. Allow to dry for 10 minutes then buff with a soft cloth to the desired sheen level. To obtain a higher sheen level apply a second coat. Coverage - Up to 14m2 / litre per coat. Coverage may vary depending upon method and rate of application and porosity of surface. Drying Times - Dry in 15 minutes.

Made from natural waxes
Protects your finished paint effect
Provides a lasting sheen
Can be reapplied over time to maintain protection
Interior use only",Interior Woodcare,1
Dulux Heritage Eggshell Paint - Pale Walnut - 750ml,"Heritage finest quality eggshell is for use on wood and metal. It is formulated to provide the most stunningly smooth eggshell finish to complement the Heritage Velvet Matt for walls. Durable and hardwearing, it will protect the wood and metal work throughout your home, ensuring it remains beautiful for years to come. Choose from the range of expertly selected colours, inspired by some of the most beautiful periods in British design history.                                                                                            https://www.homebase. Co.uk/paint-decorating/paint/Dulux-heritage/Dulux-heritage-paint-calculator. List

Durable
For wood and metal
Water based",Interior Wood Paint,1
Ronseal Garden Paint Lime Zest - 250ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Garden Paint Sapling Green - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Dulux White Cotton - Quick Dry Satinwood - 750ml,"Dulux Quick Dry Satinwood creates a mid-sheen satin finish, providing a subtle, attractive alternative to gloss.",Interior Wood Paint,1
Crown MDF Primer - Pure Brilliant White - 750ml,Crown MDF Primer seals and prepares surfaces ready for painting.,Interior Wood Paint,1
Colron Refined Danish Oil Antique Pine - 500ml,"Colron refined Danish oil is a superior blend of natural oils and resins that penetrate the wood to provide an extremely tough, durable and waterproof finish.",Interior Woodcare,1
Dulux Pure Brilliant White - Quick Dry Satinwood - 750ml,"Dulux Quick Dry Satinwood creates a mid-sheen satin finish, providing a subtle, attractive alternative to gloss. It is easy to use thanks to its quick drying and low odour formulation.",Interior Wood Paint,1
Farrow & Ball Modern Eggshell Paint Lamp Room Gray - 2.5L,"Lamp Room Gray is a traditional blue-grey colour that creates timeless-feeling schemes. It's slightly softer than Pavilion Gray but still has a surprising amount of strength to it when used in smaller spaces.Modern Eggshell is Farrow & Ball's toughest interior finish, adding colour and protection to wood, metal, and concrete surfaces. This ultra-durable eggshell is tough enough for floors, and it can also be used throughout the home on skirting, doors, kitchen cabinets, furniture, and radiators.

Satin finish
Scuff and stain resistant
Washable, wipeable and child safe
A+ rated for indoor air quality
Recommended Primer & Undercoat: Mid Tones",Interior Wood Paint,1
Farrow & Ball Primer Interior Wood Primer & Undercoat - 2.5L,"For use on bare wood, Farrow & Ball Interior Wood Primer & Undercoat helps create a smooth base on which to build up a rich top coat of Estate Eggshell, Full Gloss, Modern Eggshell or Dead Flat.

Designed to match the chosen top coat colour
Helps create a smooth base on which to build up a rich top coat of Estate Eggshell, Full Gloss, Modern Eggshell or Dead Flat
A+ rated for indoor air quality
Child safe
Follow with two coats of your chosen colour to promote adhesion and full colour depth",Interior Wood Paint,1
Stylish Stone Natural Random Stepping Stone 600x400mm - Lakefell,This is a natural stone product which brings style to any area. Create exciting garden spaces by placing stepping stones with decorative stone chippings/gravel or by using them as a pathway to your patio area or other outdoor space.,Clearance,1
Ribbed Planter (3 Colour Mix) - 16cm,"These round ribbed planters are perfect for small plants, flowers or for arts & crafts. Made from weather proof & powder coated steel.

Sturdy and durable
Only 1 planter supplied
Available in Blue, Yellow or Grey",Clearance,1
300 LED Timer String Christmas Tree Lights Warm White (Battery Operated),"Don't forget your batteries!


Illuminate your Christmas tree, mantelpiece or even outdoor hedging with these 300 LED string Christmas lights. They boast 8 various functions to suit your mood and emit a wonderful warm white light. They're powered by battery so you can add a magical twinkle to those hard-to-reach areas.

Features 8 light functions
30m lit length, 30.4m total length
Battery operated
Suitable for indoor and outdoor use
Timer function: press the button to turn on the lights. This triggers a pre-programmed timer sequence of 6 hours on, 18 hours off, over a 24-hour period. Press the button to switch between 8 different light effects.",Clearance,1
