product,price,category,link
"Gyproc Magnolia Drywall primer, 10L Tub",Â£83,Additives & chemicals,https://www.diy.com/departments/gyproc-magnolia-drywall-primer-10l-tub/189927_BQ.prd
"Bostik Smart adhesives Dark brown Concentrated mortar plasticiser, 1L Plastic bottle",Â£11.70,Additives & chemicals,https://www.diy.com/departments/bostik-smart-adhesives-dark-brown-concentrated-mortar-plasticiser-1l-plastic-bottle/5000403109862_BQ.prd
"Knauf Insulation Eko Roll Loft insulation roll, (L)4.83m (W)1.14m (T)200mm",Â£25,Insulation & damp proofing,https://www.diy.com/departments/knauf-insulation-eko-roll-loft-insulation-roll-l-4-83m-w-1-14m-t-200mm/182147_BQ.prd
"Knauf Insulation Eko Roll Loft insulation roll, (L)7.28m (W)1.14m (T)100mm",Â£22.50,Insulation & damp proofing,https://www.diy.com/departments/knauf-insulation-eko-roll-loft-insulation-roll-l-7-28m-w-1-14m-t-100mm/182146_BQ.prd
"Knauf Insulation Eko Roll Loft insulation roll, (L)5.68m (W)1.14m (T)170mm",Â£24,Insulation & damp proofing,https://www.diy.com/departments/knauf-insulation-eko-roll-loft-insulation-roll-l-5-68m-w-1-14m-t-170mm/663953_BQ.prd
Jablite Polystyrene Insulation board (L)2.4m (W)1.2m,Â£12.68-Â£48,Insulation & damp proofing,https://www.diy.com/departments/jablite-polystyrene-insulation-board-l-2-4m-w-1-2m-t-25mm/26822_BQ.prd
"Diall Insulation roll, (L)6m (W)0.37m (T)100mm",Â£18.60,Insulation & damp proofing,https://www.diy.com/departments/diall-insulation-roll-l-6m-w-0-37m-t-100mm/3663602481812_BQ.prd
Recticel Instafit Polyurethane Insulation board,Â£44-Â£112,Insulation & damp proofing,https://www.diy.com/departments/recticel-instafit-polyurethane-insulation-board-l-2-4m-w-1-2m-t-100mm/5411545016664_BQ.prd
"Knauf Insulation Wool Cavity slab (L)1.2m (W)0.46m (T)100mm, Pack of 8",Â£40,Insulation & damp proofing,https://www.diy.com/departments/knauf-insulation-wool-cavity-slab-l-1-2m-w-0-46m-t-100mm-pack-of-8/330687_BQ.prd
Capital Valley Plastics Ltd Black 250 Micron Damp proof membrane,Â£19.50-Â£54,Insulation & damp proofing,https://www.diy.com/departments/capital-valley-plastics-ltd-black-250-micron-damp-proof-membrane-l-15m-w-4m/5060405961004_BQ.prd
Jablite Insulation board,Â£9.80,Insulation & damp proofing,https://www.diy.com/departments/jablite-insulation-board/26816_BQ.prd
Homelux Heatwave Insulation board (L)1.2m (W)0.6m,Â£15,Insulation & damp proofing,https://www.diy.com/departments/homelux-heatwave-insulation-board-l-1-2m-w-0-6m/109093_BQ.prd
Recticel Instafit Polyurethane Insulation board (L)1.2m (W)0.45m (T)50mm of 1,Â£9.65,Insulation & damp proofing,https://www.diy.com/departments/recticel-instafit-polyurethane-insulation-board-l-1-2m-w-0-45m-t-50mm-of-1/5411545020296_BQ.prd
Jablite Insulation board,Â£4.90,Insulation & damp proofing,https://www.diy.com/departments/jablite-insulation-board/26817_BQ.prd
"Diall Reflective Bubble insulation roll, (L)14m (W)1.2m (T)7mm",Â£68,Insulation & damp proofing,https://www.diy.com/departments/diall-reflective-bubble-insulation-roll-l-14m-w-1-2m-t-7mm/5060078164535_BQ.prd
Diall Polystyrene Insulation board,Â£11.36-Â£20,Insulation & damp proofing,https://www.diy.com/departments/diall-polystyrene-insulation-board-l-0-8m-w-0-6m-t-3mm/1906879_BQ.prd
"Diall Polyvinyl chloride (PVC) & rubber Self-adhesive Draught seal, (L)1m",Â£4.87,Insulation & damp proofing,https://www.diy.com/departments/diall-polyvinyl-chloride-pvc-rubber-self-adhesive-draught-seal-l-1m/1802857_BQ.prd
Mangers Water tank jacket,Â£19,Insulation & damp proofing,https://www.diy.com/departments/mangers-water-tank-jacket/26876_BQ.prd
"Diall Clear PVC Draught excluder, (L)0.7m",Â£18.50,Insulation & damp proofing,https://www.diy.com/departments/diall-clear-pvc-draught-excluder-l-0-7m/1802814_BQ.prd
Homemate Draught Busterâ„¢ 91cm x 35mm,Â£10.99,Insulation & damp proofing,https://www.diy.com/departments/homemate-draught-buster-91cm-x-35mm/5020873134669_BQ.prd
"Recticel Instafit Polyisocyanurate Insulation board (L)1.2m (W)0.6m (T)25mm, Pack of 7",Â£99,Insulation & damp proofing,https://www.diy.com/departments/recticel-instafit-polyisocyanurate-insulation-board-l-1-2m-w-0-6m-t-25mm-pack-of-7/5411545016756_BQ.prd
Jablite Insulation board,Â£41,Insulation & damp proofing,https://www.diy.com/departments/jablite-insulation-board/47644_BQ.prd
"Knauf Insulation Dritherm Glasswool Insulation board (L)1.2m (W)0.46m (T)100mm, Pack of 6",Â£49,Insulation & damp proofing,https://www.diy.com/departments/knauf-insulation-dritherm-glasswool-insulation-board-l-1-2m-w-0-46m-t-100mm-pack-of-6/5012061804027_BQ.prd
Dryrod Damp Proofing Rods (50 Pack) - Next Generation Rising Damp Treatment from The Makers of Dryzone,Â£99.99,Insulation & damp proofing,https://www.diy.com/departments/dryrod-damp-proofing-rods-50-pack-next-generation-rising-damp-treatment-from-the-makers-of-dryzone/5060132761243_BQ.prd
Dryrod Damp Proofing Rods (10 Pack) - Next Generation Rising Damp Treatment from The Makers of Dryzone,Â£24.99,Insulation & damp proofing,https://www.diy.com/departments/dryrod-damp-proofing-rods-10-pack-next-generation-rising-damp-treatment-from-the-makers-of-dryzone/5060132761250_BQ.prd
"Diall Foam Not self-adhesive Draught excluder, (L)1m",Â£7.62,Insulation & damp proofing,https://www.diy.com/departments/diall-foam-not-self-adhesive-draught-excluder-l-1m/1802821_BQ.prd
"Antinox Protective board, (H)2.4m (W)1.2m",Â£5.60,Plasterboard,https://www.diy.com/departments/antinox-protective-board-h-2-4m-w-1-2m/1328561_BQ.prd
"Gyproc Handiboard Square edge Plasterboard, (L)1.22m (W)0.6m (T)12.5mm",Â£8.94,Plasterboard,https://www.diy.com/departments/gyproc-handiboard-square-edge-plasterboard-l-1-22m-w-0-6m-t-12-5mm/128389_BQ.prd
"Gyproc Standard Tapered edge Plasterboard, (L)1.8m (W)0.9m (T)9.5mm",Â£10.23,Plasterboard,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-1-8m-w-0-9m-t-9-5mm/47281_BQ.prd
"Gyproc Standard Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)9.5mm",Â£14.14,Plasterboard,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-9-5mm/35758_BQ.prd
"Gyproc Standard Square edge Plasterboard, (L)1.8m (W)0.9m (T)12.5mm",Â£10.23,Plasterboard,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-1-8m-w-0-9m-t-12-5mm/35761_BQ.prd
"Gyproc Fireline Square edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",Â£21,Plasterboard,https://www.diy.com/departments/gyproc-fireline-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35764_BQ.prd
"Gyproc Handiboard Square edge Plasterboard, (L)1.22m (W)0.9m (T)9.5mm",Â£8.94,Plasterboard,https://www.diy.com/departments/gyproc-handiboard-square-edge-plasterboard-l-1-22m-w-0-9m-t-9-5mm/35766_BQ.prd
"Gyproc Moisture Resistant Square edge Plasterboard, (L)1.2m (W)0.6m (T)12.5mm",Â£22,Plasterboard,https://www.diy.com/departments/gyproc-moisture-resistant-square-edge-plasterboard-l-1-2m-w-0-6m-t-12-5mm/1835127_BQ.prd
"Gyproc Standard Square edge Plasterboard, (L)2.4m (W)1.2m (T)9.5mm",Â£14.14,Plasterboard,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-2-4m-w-1-2m-t-9-5mm/35756_BQ.prd
"Gyproc Thermaline Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)22mm",Â£65,Plasterboard,https://www.diy.com/departments/gyproc-thermaline-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-22mm/119541_BQ.prd
"Gyproc Standard Square edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",Â£14.14,Plasterboard,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35759_BQ.prd
"Gyproc Standard Square edge Plasterboard, (L)1.8m (W)0.9m (T)9.5mm",Â£10.23,Plasterboard,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-1-8m-w-0-9m-t-9-5mm/35757_BQ.prd
"Gyproc Standard Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",Â£14.14,Plasterboard,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35760_BQ.prd
"Gyproc Moisture Resistant Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",Â£27,Plasterboard,https://www.diy.com/departments/gyproc-moisture-resistant-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35762_BQ.prd
"Gyproc SoundBloc Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",Â£29,Plasterboard,https://www.diy.com/departments/gyproc-soundbloc-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35771_BQ.prd
"Gyproc Duplex Square edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",Â£26,Plasterboard,https://www.diy.com/departments/gyproc-duplex-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35765_BQ.prd
"Gyproc Standard Tapered edge Plasterboard, (L)1.8m (W)0.9m (T)12.5mm",Â£10.23,Plasterboard,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-1-8m-w-0-9m-t-12-5mm/35763_BQ.prd
Bullfix Universal Heavy Duty Plasterboard Fixings - Starter Kit,Â£10.99,Plasterboard,https://www.diy.com/departments/bullfix-universal-heavy-duty-plasterboard-fixings-starter-kit/5065002347008_BQ.prd
Bullfix Heavy Duty Picture Hooks for Plasterboard,Â£7.99,Plasterboard,https://www.diy.com/departments/bullfix-heavy-duty-picture-hooks-for-plasterboard/5065002347060_BQ.prd
Bullfix Universal Heavy Duty Plasterboard Fixings - TV Kit,Â£7.99,Plasterboard,https://www.diy.com/departments/bullfix-universal-heavy-duty-plasterboard-fixings-tv-kit/5065002347091_BQ.prd
Bullfix Heavy Duty Cabinet Fixing for Plasterboard,Â£15.99,Plasterboard,https://www.diy.com/departments/bullfix-heavy-duty-cabinet-fixing-for-plasterboard/5065002347077_BQ.prd
Bullfix Universal Heavy Duty Plasterboard Fixing - Pro Pack,Â£20.99,Plasterboard,https://www.diy.com/departments/bullfix-universal-heavy-duty-plasterboard-fixing-pro-pack/5065002347022_BQ.prd
Bullfix Extra Heavy Duty Plasterboard Fixing - Bulk Pack,Â£69.49,Plasterboard,https://www.diy.com/departments/bullfix-extra-heavy-duty-plasterboard-fixing-bulk-pack/5065002347053_BQ.prd
Bullfix Universal Heavy Duty Plasterboard Fixing - Bulk Pack,Â£63.99,Plasterboard,https://www.diy.com/departments/bullfix-universal-heavy-duty-plasterboard-fixing-bulk-pack/5065002347046_BQ.prd
"Artex Easifix Wall repair kit, 1kg",Â£27,Plastering supplies,https://www.diy.com/departments/artex-easifix-wall-repair-kit-1kg/585315_BQ.prd
"Toupret Rough surface Ready mixed Finishing plaster, 20kg Tub",Â£34,Plastering supplies,https://www.diy.com/departments/toupret-rough-surface-ready-mixed-finishing-plaster-20kg-tub/1849589_BQ.prd
"Diall Fine finish Ready mixed Finishing plaster, 1kg Tub",Â£5.50,Plastering supplies,https://www.diy.com/departments/diall-fine-finish-ready-mixed-finishing-plaster-1kg-tub/1849576_BQ.prd
"Diall Rough Surface Ready mixed Finishing plaster, 10kg Tub",Â£18.86,Plastering supplies,https://www.diy.com/departments/diall-rough-surface-ready-mixed-finishing-plaster-10kg-tub/1849582_BQ.prd
"Thistle Quick dry Finishing plaster, 7.5kg Bag",Â£9.64,Plastering supplies,https://www.diy.com/departments/thistle-quick-dry-finishing-plaster-7-5kg-bag/5015892886750_BQ.prd
"Thistle OneCoat Plaster, 7.5kg Bag",Â£15.96,Plastering supplies,https://www.diy.com/departments/thistle-onecoat-plaster-7-5kg-bag/5015892886767_BQ.prd
Soudal Genius gun Plasterboard adhesive 750ml,Â£7.62,Plastering supplies,https://www.diy.com/departments/soudal-genius-gun-plasterboard-adhesive-750ml/1416342_BQ.prd
"Make Good Plaster compound, 10kg Bag",Â£14.97,Plastering supplies,https://www.diy.com/departments/make-good-plaster-compound-10kg-bag/1720543_BQ.prd
"Colours Intonaco Heritage C-shaped Duropolymer Coving (L)2m (W)94mm, Pack of 4",Â£46,Plastering supplies,https://www.diy.com/departments/colours-intonaco-heritage-c-shaped-duropolymer-coving-l-2m-w-94mm-pack-of-4/202343_BQ.prd
"Gyproc Easi-fill Quick dry White Two-coat filler & jointing compound, 5kg Bag",Â£21,Plastering supplies,https://www.diy.com/departments/gyproc-easi-fill-quick-dry-white-two-coat-filler-jointing-compound-5kg-bag/143937_BQ.prd
"Gyproc Standard Square edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",Â£14.14,Plastering supplies,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35759_BQ.prd
"Gyproc Moisture Resistant Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",Â£27,Plastering supplies,https://www.diy.com/departments/gyproc-moisture-resistant-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35762_BQ.prd
"Pro Cove Lite Classic C-shaped Polystyrene Coving (L)3m (W)127mm, Pack of 6",Â£36,Plastering supplies,https://www.diy.com/departments/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-127mm-pack-of-6/932663_BQ.prd
"Gyproc Handiboard Square edge Plasterboard, (L)1.22m (W)0.6m (T)12.5mm",Â£8.94,Plastering supplies,https://www.diy.com/departments/gyproc-handiboard-square-edge-plasterboard-l-1-22m-w-0-6m-t-12-5mm/128389_BQ.prd
Gyproc White Coving Adhesive a,Â£14.48,Plastering supplies,https://www.diy.com/departments/gyproc-white-coving-adhesive-a/5015892886743_BQ.prd
"Gyproc Standard Tapered edge Plasterboard, (L)1.8m (W)0.9m (T)9.5mm",Â£10.23,Plastering supplies,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-1-8m-w-0-9m-t-9-5mm/47281_BQ.prd
"Thistle Undercoat plaster, 7.5kg Bag",Â£12.24,Plastering supplies,https://www.diy.com/departments/thistle-undercoat-plaster-7-5kg-bag/5015892886774_BQ.prd
"Make Good Ready mixed Jointing, filling & finishing powder compound 2.5kg Box",Â£8.73,Plastering supplies,https://www.diy.com/departments/make-good-ready-mixed-jointing-filling-finishing-powder-compound-2-5kg-box/5060370713097_BQ.prd
"Pro Cove Lite Classic C-shaped Polystyrene Coving (L)3m (W)100mm, Pack of 6",Â£32,Plastering supplies,https://www.diy.com/departments/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-100mm-pack-of-6/1251080_BQ.prd
"Artex Easifix Classic C-shaped Plaster Coving (L)2m (W)100mm, Pack of 6",Â£50,Plastering supplies,https://www.diy.com/departments/artex-easifix-classic-c-shaped-plaster-coving-l-2m-w-100mm-pack-of-6/109395_BQ.prd
"Gyproc Standard Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)9.5mm",Â£14.14,Plastering supplies,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-9-5mm/35758_BQ.prd
"Thistle MultiFinish Plaster, 25kg Bag",Â£10.18,Plastering supplies,https://www.diy.com/departments/thistle-multifinish-plaster-25kg-bag/35812_BQ.prd
DriWall Plasterboard adhesive 25kg Bag,Â£15.35,Plastering supplies,https://www.diy.com/departments/driwall-plasterboard-adhesive-25kg-bag/35815_BQ.prd
"Colours Montparnasse Authentic C-shaped Duropolymer Coving (L)2m (W)69mm, Pack of 4",Â£36,Plastering supplies,https://www.diy.com/departments/colours-montparnasse-authentic-c-shaped-duropolymer-coving-l-2m-w-69mm-pack-of-4/208445_BQ.prd
"Colours Intonaco Heritage C-shaped Duropolymer Coving (L)2m (W)94mm, Pack of 4",Â£46,Cornices & coving,https://www.diy.com/departments/colours-intonaco-heritage-c-shaped-duropolymer-coving-l-2m-w-94mm-pack-of-4/202343_BQ.prd
"Colours Intonaco Heritage C-shaped Duropolymer Internal Coving corner (L)250mm (W)94mm, Pack of 2",Â£8.83,Cornices & coving,https://www.diy.com/departments/colours-intonaco-heritage-c-shaped-duropolymer-internal-coving-corner-l-250mm-w-94mm-pack-of-2/212118_BQ.prd
"Pro Cove Lite Classic C-shaped Polystyrene Coving (L)3m (W)100mm, Pack of 6",Â£32,Cornices & coving,https://www.diy.com/departments/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-100mm-pack-of-6/1251080_BQ.prd
"Colours Montparnasse Authentic C-shaped Duropolymer Internal Coving corner (L)250mm (W)69mm, Pack of 2",Â£7.86,Cornices & coving,https://www.diy.com/departments/colours-montparnasse-authentic-c-shaped-duropolymer-internal-coving-corner-l-250mm-w-69mm-pack-of-2/203686_BQ.prd
"Colours Antioch Contemporary C-shaped Duropolymer Internal Coving corner (L)250mm (W)44mm, Pack of 2",Â£7.29,Cornices & coving,https://www.diy.com/departments/colours-antioch-contemporary-c-shaped-duropolymer-internal-coving-corner-l-250mm-w-44mm-pack-of-2/212696_BQ.prd
"Colours Montparnasse Authentic C-shaped Duropolymer Coving (L)2m (W)69mm, Pack of 4",Â£36,Cornices & coving,https://www.diy.com/departments/colours-montparnasse-authentic-c-shaped-duropolymer-coving-l-2m-w-69mm-pack-of-4/208445_BQ.prd
"Colours Nayak Traditional Fluted profile Polystyrene Coving (L)2m (W)110mm, Pack of 6",Â£28,Cornices & coving,https://www.diy.com/departments/colours-nayak-traditional-fluted-profile-polystyrene-coving-l-2m-w-110mm-pack-of-6/256835_BQ.prd
Gyproc Traditional S-shaped Plaster Coving (L)3m (W)135mm,Â£12.84,Cornices & coving,https://www.diy.com/departments/gyproc-traditional-s-shaped-plaster-coving-l-3m-w-135mm/35820_BQ.prd
Gyproc Contemporary C-shaped Plaster Coving (L)3m (W)127mm,Â£11.83,Cornices & coving,https://www.diy.com/departments/gyproc-contemporary-c-shaped-plaster-coving-l-3m-w-127mm/35819_BQ.prd
Geom Smooth White uPVC Cornice Moulding (L)2.4m (W)50mm (T)25mm 0.4kg,Â£4.76,Cornices & coving,https://www.diy.com/departments/geom-smooth-white-upvc-cornice-moulding-l-2-4m-w-50mm-t-25mm-0-4kg/147394_BQ.prd
"Pro Cove Lite Classic C-shaped Polystyrene Coving (L)3m (W)127mm, Pack of 6",Â£36,Cornices & coving,https://www.diy.com/departments/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-127mm-pack-of-6/932663_BQ.prd
"Artex Easifix Classic C-shaped Plaster Coving (L)2m (W)100mm, Pack of 6",Â£50,Cornices & coving,https://www.diy.com/departments/artex-easifix-classic-c-shaped-plaster-coving-l-2m-w-100mm-pack-of-6/109395_BQ.prd
"Colours Antioch Contemporary C-shaped Duropolymer Coving (L)2m (W)44mm, Pack of 4",Â£26,Cornices & coving,https://www.diy.com/departments/colours-antioch-contemporary-c-shaped-duropolymer-coving-l-2m-w-44mm-pack-of-4/208472_BQ.prd
Gyproc Contemporary C-shaped Plaster Coving (L)3m (W)100mm,Â£11.83,Cornices & coving,https://www.diy.com/departments/gyproc-contemporary-c-shaped-plaster-coving-l-3m-w-100mm/35818_BQ.prd
"Artex Easifix Classic C-shaped Plaster Coving (L)2m (W)127mm, Pack of 6",Â£61,Cornices & coving,https://www.diy.com/departments/artex-easifix-classic-c-shaped-plaster-coving-l-2m-w-127mm-pack-of-6/65988_BQ.prd
Colours Nayak Traditional Fluted profile Polystyrene Coving (L)18m (W)100mm,Â£39,Cornices & coving,https://www.diy.com/departments/colours-nayak-traditional-fluted-profile-polystyrene-coving-l-18m-w-100mm/152954_BQ.prd
"Classic C-shaped Polystyrene Internal & external Coving corner (L)180mm (W)100mm, Pack of 2",Â£4.98,Cornices & coving,https://www.diy.com/departments/classic-c-shaped-polystyrene-internal-external-coving-corner-l-180mm-w-100mm-pack-of-2/257069_BQ.prd
"Colours Antioch Contemporary C-shaped Duropolymer External Coving corner (L)250mm (W)44mm, Pack of 2",Â£7.29,Cornices & coving,https://www.diy.com/departments/colours-antioch-contemporary-c-shaped-duropolymer-external-coving-corner-l-250mm-w-44mm-pack-of-2/203685_BQ.prd
"Colours Nayak Traditional Fluted profile Polystyrene Internal & external Coving corner (L)180mm (W)110mm, Pack of 2",Â£4.88,Cornices & coving,https://www.diy.com/departments/colours-nayak-traditional-fluted-profile-polystyrene-internal-external-coving-corner-l-180mm-w-110mm-pack-of-2/257651_BQ.prd
Colours Nayak Traditional Fluted profile Polystyrene Coving (L)2m (W)110mm,Â£5.23,Cornices & coving,https://www.diy.com/departments/colours-nayak-traditional-fluted-profile-polystyrene-coving-l-2m-w-110mm/289103_BQ.prd
Classic C-shaped Polystyrene Coving (L)1.22m (W)100mm,Â£2.96,Cornices & coving,https://www.diy.com/departments/classic-c-shaped-polystyrene-coving-l-1-22m-w-100mm/257186_BQ.prd
"Colours Altamira Classic C-shaped Polystyrene Internal & external Coving corner (L)180mm (W)100mm, Pack of 2",Â£4.96,Cornices & coving,https://www.diy.com/departments/colours-altamira-classic-c-shaped-polystyrene-internal-external-coving-corner-l-180mm-w-100mm-pack-of-2/257924_BQ.prd
Colours Altamira Classic C-shaped Polystyrene Coving (L)2m (W)100mm,Â£4.89,Cornices & coving,https://www.diy.com/departments/colours-altamira-classic-c-shaped-polystyrene-coving-l-2m-w-100mm/289104_BQ.prd
"Artex Easifix Classic C-shaped Paper faced plaster Internal Coving corner (L)340mm (W)127mm, Pack of 4",Â£38,Cornices & coving,https://www.diy.com/departments/artex-easifix-classic-c-shaped-paper-faced-plaster-internal-coving-corner-l-340mm-w-127mm-pack-of-4/259143_BQ.prd
Corrubit Black Bitumen Corrugated Roofing sheet (L)2m (W)930mm (T)2.2mm,Â£24,Roofing supplies,https://www.diy.com/departments/corrubit-black-bitumen-corrugated-roofing-sheet-l-2m-w-930mm-t-2-2mm/1749437_BQ.prd
Corrubit Bronze effect PVC Corrugated Roofing sheet (L)2m (W)950mm (T)0.8mm,Â£19.85,Roofing supplies,https://www.diy.com/departments/corrubit-bronze-effect-pvc-corrugated-roofing-sheet-l-2m-w-950mm-t-0-8mm/1932634_BQ.prd
Clear PVC Corrugated Roofing sheet (T)0.8mm,Â£23-Â£35,Roofing supplies,https://www.diy.com/departments/clear-pvc-corrugated-roofing-sheet-l-3m-w-950mm-t-0-8mm/5060521032381_BQ.prd
"Roof Pro Green Shed felt, (L)10m (W)1m",Â£27,Roofing supplies,https://www.diy.com/departments/roof-pro-green-shed-felt-l-10m-w-1m/1932741_BQ.prd
Corrubit Clear PVC Corrugated Roofing sheet (L)2m (W)950mm (T)0.8mm,Â£19.85,Roofing supplies,https://www.diy.com/departments/corrubit-clear-pvc-corrugated-roofing-sheet-l-2m-w-950mm-t-0-8mm/1932744_BQ.prd
Livingandhome 2.5M PVC Transparent Corrugated Roof Panel Thickness 1mm,Â£51,Roofing supplies,https://www.diy.com/departments/livingandhome-2-5m-pvc-transparent-corrugated-roof-panel-thickness-1mm/0735940263566_BQ.prd
"Roof Pro Black Shed felt, (L)10m (W)1m",Â£27,Roofing supplies,https://www.diy.com/departments/roof-pro-black-shed-felt-l-10m-w-1m/5060382235402_BQ.prd
"Roof Pro Universal Grey Roofing cap sheet felt, (L)10m (W)1m",Â£39,Roofing supplies,https://www.diy.com/departments/roof-pro-universal-grey-roofing-cap-sheet-felt-l-10m-w-1m/1932739_BQ.prd
"Roof Pro Flexypol One Coat Black Roofing waterproofer, 1L",Â£15.87,Roofing supplies,https://www.diy.com/departments/roof-pro-flexypol-one-coat-black-roofing-waterproofer-1l/5060382235280_BQ.prd
"BTM Dark grey Square shingle Roofing felt, (L)1m (W)0.33m",Â£36,Roofing supplies,https://www.diy.com/departments/btm-dark-grey-square-shingle-roofing-felt-l-1m-w-0-33m/1932721_BQ.prd
Roof pro Grey Flashing Tape (L)10m (W)250mm,Â£32,Roofing supplies,https://www.diy.com/departments/roof-pro-grey-flashing-tape-l-10m-w-250mm/1932743_BQ.prd
"Roof Pro Flexypol One Coat Black Roofing waterproofer, 5L",Â£45,Roofing supplies,https://www.diy.com/departments/roof-pro-flexypol-one-coat-black-roofing-waterproofer-5l/5060382235327_BQ.prd
Corrubit Green Bitumen Corrugated Roofing sheet (L)2m (W)930mm (T)2.2mm,Â£24,Roofing supplies,https://www.diy.com/departments/corrubit-green-bitumen-corrugated-roofing-sheet-l-2m-w-930mm-t-2-2mm/1749438_BQ.prd
Roof pro Clear Polycarbonate Multiwall Roofing sheet (T)32mm,Â£69-Â£226,Roofing supplies,https://www.diy.com/departments/roof-pro-clear-polycarbonate-multiwall-roofing-sheet-l-3m-w-1000mm-t-16mm/1932703_BQ.prd
Roof pro Grey Flashing Tape (L)10m (W)100mm,Â£14.88,Roofing supplies,https://www.diy.com/departments/roof-pro-grey-flashing-tape-l-10m-w-100mm/1932702_BQ.prd
"Corrapol Clear Polycarbonate (PC) & steel Roofing screw (L)60mm, Pack of 50",Â£16.49,Roofing supplies,https://www.diy.com/departments/corrapol-clear-polycarbonate-pc-steel-roofing-screw-l-60mm-pack-of-50/1777688_BQ.prd
"Roof Pro Flexypol One Coat Grey Roofing waterproofer, 5L",Â£45,Roofing supplies,https://www.diy.com/departments/roof-pro-flexypol-one-coat-grey-roofing-waterproofer-5l/5060382235310_BQ.prd
"Alukap XR Brown Aluminium Glazing bar, (L)3m (W)60mm (T)20mm",Â£82,Roofing supplies,https://www.diy.com/departments/alukap-xr-brown-aluminium-glazing-bar-l-3m-w-60mm-t-20mm/1777712_BQ.prd
Liteglaze Clear Acrylic Flat Glazing sheet (T)2mm,Â£26-Â£47,Roofing supplies,https://www.diy.com/departments/liteglaze-clear-acrylic-flat-glazing-sheet-l-1-2m-w-1-2m-t-2mm/35392_BQ.prd
"Bostik Black Multi-purpose waterproofer, 1L Tin",Â£11.98,Roofing supplies,https://www.diy.com/departments/bostik-black-multi-purpose-waterproofer-1l-tin/5021523217022_BQ.prd
Roof Pro Black Roofing felt Adhesive 2.5L,Â£21,Roofing supplies,https://www.diy.com/departments/roof-pro-black-roofing-felt-adhesive-2-5l/1169366_BQ.prd
"Roof Pro Black Torch-on cap sheet, (L)8m (W)1m",Â£67,Roofing supplies,https://www.diy.com/departments/roof-pro-black-torch-on-cap-sheet-l-8m-w-1m/5060382234450_BQ.prd
"Bostik Waterproofing Black Downpipes, gutters & roofs Bituminous mastic, 5L",Â£28,Roofing supplies,https://www.diy.com/departments/bostik-waterproofing-black-downpipes-gutters-roofs-bituminous-mastic-5l/35422_BQ.prd
Ariel Clear Polycarbonate Multiwall Roofing sheet (L)1.22m (W)1220mm (T)4mm,Â£23,Roofing supplies,https://www.diy.com/departments/ariel-clear-polycarbonate-multiwall-roofing-sheet-l-1-22m-w-1220mm-t-4mm/35461_BQ.prd
"Varnished Cold-rolled steel Square Tube, (L)2.5m (W)25mm (T)1.5mm",Â£24.35,Builder's metalwork,https://www.diy.com/departments/varnished-cold-rolled-steel-square-tube-l-2-5m-w-25mm-t-1-5mm/3232637109956_BQ.prd
"Silver effect Galvanised Steel Smooth Sheet, (H)500mm (W)250mm (T)1mm 860g",Â£9.17,Builder's metalwork,https://www.diy.com/departments/silver-effect-galvanised-steel-smooth-sheet-h-500mm-w-250mm-t-1mm-860g/254000_BQ.prd
