id,product,price,category,link,image,description
133,"Make Good Plasterboard White Jointing, filling & finishing compound, 15kg Tub",£28,Plastering supplies,https://www.diy.com/departments/make-good-plasterboard-white-jointing-filling-finishing-compound-15kg-tub/1824957_BQ.prd,https://media.diy.com/is/image/Kingfisher/make-good-plasterboard-white-jointing-filling-finishing-compound-15kg-tub~5060370711581_01bq?wid=284&hei=284,"CE markedApply the plaster with a trowel or filling knifePaintableSandableSandableFeatures and benefitsThis ready mixed product saves you the hassle of preparing it. It is ideal for levelling uneven walls, this finishing plaster smoothens and evens out any kind of background irregularitiesThis is easily sandable to prepare the surface for final decorationPost application, the product dries off to a smooth finish, bringing in a polished look to your wallsThis plaster's white colour ensures a lower number of coats while painting"
134,"Toupret Rough surface Ready mixed Finishing plaster, 20kg Tub",£34,Plastering supplies,https://www.diy.com/departments/toupret-rough-surface-ready-mixed-finishing-plaster-20kg-tub/1849589_BQ.prd,https://media.diy.com/is/image/Kingfisher/make-good-plasterboard-white-jointing-filling-finishing-compound-15kg-tub~5060370711581_01bq?wid=284&hei=284,"Paintable24/48 hours drying timeCan be applied to rough or painted walls, render, glass cloth, old decorative coatings, textured finishes, plaster, plasterboard, gypsum blocks, concrete, cement, brick and stone.Features and benefitsReady to useIdeal for damaged, textured wallsHigh-build finishEasy to applyRecommended for renovating and smoothing walls that are deteriorated or with contours up to 5mm deep"
135,"Thistle Quick dry Finishing plaster, 7.5kg Bag",£9.64,Plastering supplies,https://www.diy.com/departments/thistle-quick-dry-finishing-plaster-7-5kg-bag/5015892886750_BQ.prd,https://media.diy.com/is/image/Kingfisher/toupret-rough-surface-ready-mixed-finishing-plaster-20kg-tub~3178310013199_01bq?wid=284&hei=284,Features and benefitsA fine powder which dries to a smooth finish - Provides a seamless and durable base for decorationOffers additional acoustic properties to plasterboard - Provides increased sound insulationUse over both plasters and plasterboards - a universal finishing plaster for a variety of backgrounds
136,"Diall Fine finish Ready mixed Finishing plaster, 1kg Tub",£5.50,Plastering supplies,https://www.diy.com/departments/diall-fine-finish-ready-mixed-finishing-plaster-1kg-tub/1849576_BQ.prd,https://media.diy.com/is/image/Kingfisher/thistle-quick-dry-finishing-plaster-7-5kg-bag~5015892886750_08c_bq?wid=284&hei=284,"PaintableCan be applied to rough or painted walls, render, glass cloth, old decorative coatings, textured finishes, plaster, plasterboard, gypsum blocks, concrete, cement, brick and stone.Features and benefitsReady to usePerfect for renovating and smoothing walls that are deteriorated or with contours up to 5mm deep24 hours drying timeSandable and Paintable"
137,"Artex Easifix Wall repair kit, 1kg",£27,Plastering supplies,https://www.diy.com/departments/artex-easifix-wall-repair-kit-1kg/585315_BQ.prd,https://media.diy.com/is/image/Kingfisher/diall-fine-finish-ready-mixed-finishing-plaster-1kg-tub~3663602886167_01bq?wid=284&hei=284,Comes with Includes application toolsPaintableFor plaster & plasterboardSandableFeatures and benefitsComplete kit for permanently repairing plaster or plasterboard – quick and easy solution for household repairsLow shrinkage formula – requires fewer coats prior to decorationEasily sands smooth – creates a professional surface finish
138,"Diall Fine Finish Ready mixed Finishing plaster, 15kg Tub",£26,Plastering supplies,https://www.diy.com/departments/diall-fine-finish-ready-mixed-finishing-plaster-15kg-tub/1849575_BQ.prd,https://media.diy.com/is/image/Kingfisher/artex-easifix-wall-repair-kit-1kg~5015892862396_07c_BQ?wid=284&hei=284,"PaintableCan be applied to plaster, plasterboard, gypsum blocks, concrete, cellular concrete, cement, brick, stone and previously painted surfaces.Features and benefitsReady to usePerfect for smoothing out minor faults, broken surfaces, scratches and other imperfections up to 2mm deep prior to painting or wallpapering24 hours drying timePaintable and Sandable"
139,Toupret Plasterer's kit,£46,Plastering supplies,https://www.diy.com/departments/toupret-plasterer-s-kit/3178310014219_BQ.prd,https://media.diy.com/is/image/Kingfisher/diall-fine-finish-ready-mixed-finishing-plaster-15kg-tub~3663602886198_01bq?wid=284&hei=284,"Features and benefitsThe complete & easy surface renovation kit from Toupret is perfect for levelling walls and ceilings and leaves a high-build finish on damaged, textured and fibreglass surfaces. It is recommended that this product is given two coats and is left to dry for 12-24 hours.This plaster can smooth over a surface of up to 5mm thickKit includes roller, spreading tool & smoothing bladeFor use in temperatures between 8°C & 35°CAllows for approx. 80% less sandingSuitable for use on walls & ceilingsEasy to apply"
140,"Gyproc Easi-fill Quick dry White Two-coat filler & jointing compound, 10kg Bag",£37,Plastering supplies,https://www.diy.com/departments/gyproc-easi-fill-quick-dry-white-two-coat-filler-jointing-compound-10kg-bag/35736_BQ.prd,https://media.diy.com/is/image/Kingfisher/toupret-plasterer-s-kit~3178310014219_02c_bq?wid=284&hei=284,"Gyproc Easi-Fill joint filler use for plasterboard jointing and taping.Gyproc Easi-Fill joint filler use for plasterboard jointing and taping.Quick dryFeatures and benefitsCombined setting and air-drying gypsum based material for both bulk filling and finishing. Ideal for repairs, chasing in and patching. This product has a working time of just 60 minutes and any second coat can be applied in 140 minutes. High coverage rate and minimal drying shrinkage allows easy application and sandingTwo-coat filler and finishing jointing compound for drywal systemsEasy to mix, apply and sandsuperb coverageMinimal shrinkage - requires fewer coats, saving time and moneyideal for fixing coveApply by hand, 60 minute working time"
141,DriWall Plasterboard adhesive 25kg Bag,£15.35,Plastering supplies,https://www.diy.com/departments/driwall-plasterboard-adhesive-25kg-bag/35815_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-easi-fill-quick-dry-white-two-coat-filler-jointing-compound-10kg-bag~5015341094729_02c_bq?wid=284&hei=284,This is a strong gypsum based adhesive for fixing plasterboards to solid surfaces.Instruction guide attachedAdhesive for fixing plasterboards to masonry wallsKeep out of reach of childrenFeatures and benefitsGypsum based bonding compound for hand application.Suitable for most masonry backgrounds90-minute working timeEasy to mix and useHelps overcome background irregularitiesConforms to EN 14496 for quality
142,"Diall Rough Surface Ready mixed Finishing plaster, 10kg Tub",£18.86,Plastering supplies,https://www.diy.com/departments/diall-rough-surface-ready-mixed-finishing-plaster-10kg-tub/1849582_BQ.prd,https://media.diy.com/is/image/Kingfisher/driwall-plasterboard-adhesive-25kg-bag~5015341094699_01c_bq?wid=284&hei=284,"PaintableCan be applied to rough or painted walls, render, glass cloth, old decorative coatings, textured finishes, plaster, plasterboard, gypsum blocks, concrete, cement, brick and stone.Features and benefitsReady to usePerfect for smoothing walls that are deteriorated or with contours up to 5mm deep"
143,"Thistle BoardFinish Plaster, 25kg Bag",£10.29,Plastering supplies,https://www.diy.com/departments/thistle-boardfinish-plaster-25kg-bag/35811_BQ.prd,https://media.diy.com/is/image/Kingfisher/diall-rough-surface-ready-mixed-finishing-plaster-10kg-tub~3663602886136_01bq?wid=284&hei=284,Thistle Board Finish is a final coat plaster for skimming over lower suction backgrounds such as plasterboard. It provides a smooth surface finish for walls and ceilings and a durable base ready to decorate.PaintableFeatures and benefitsA fine powder which dries to a smooth finish - Provides a seamless and durable base for decorationOffers additional acoustic properties to plasterboard - Provides increased sound insulationDesigned for skimming over plasterboards – offers a guaranteed performance with Gyproc plasterboards
144,"Gyproc Moisture Resistant Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",£27,Plastering supplies,https://www.diy.com/departments/gyproc-moisture-resistant-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35762_BQ.prd,https://media.diy.com/is/image/Kingfisher/thistle-boardfinish-plaster-25kg-bag~5015341060694_01bq?wid=284&hei=284,Gyproc Moisture Resistant plasterboard for dry lining internal walls & ceilings. This board is designed for fitting into high moisture and humid environments such as bathrooms and kitchens.Moisture resistantFeatures and benefitsContains core additives to repel moisture – reduces the risk of water damage in moist environmentsDesigned for direct tiling application – save time and money with no surface preparation requiredScore and snap to cleanly cut – leaves neat edges and straight linesGreen paper front facing – easy to identify plasterboard specification
145,"Gyproc Standard Square edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",£14.14,Plastering supplies,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35759_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-moisture-resistant-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm~5015341010187_01bq?wid=284&hei=284,"Gypsum Wallboard enables a quick installation of walls, partitions and ceilings, benefiting the DIYer and professional alike. Wallboard can be easily fixed to timber,metal partitions and to various brick/masonry using a drywall adhesiveFeatures and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationIvory paper front facing – easy to identify plasterboard specification"
146,"Colours Intonaco Heritage C-shaped Duropolymer Coving (L)2m (W)94mm, Pack of 4",£48,Plastering supplies,https://www.diy.com/departments/colours-intonaco-heritage-c-shaped-duropolymer-coving-l-2m-w-94mm-pack-of-4/202343_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm~5015341018107_01bq?wid=284&hei=284,"Complete the architecture of a room with this pack of four white 2m covings, decorating the corner in between the wall and the ceilingAdhesive requiredFeatures and benefitsAdhesive required"
147,"Gyproc Easi-fill Quick dry White Two-coat filler & jointing compound, 5kg Bag",£21,Plastering supplies,https://www.diy.com/departments/gyproc-easi-fill-quick-dry-white-two-coat-filler-jointing-compound-5kg-bag/143937_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-intonaco-heritage-c-shaped-duropolymer-coving-l-2m-w-94mm-pack-of-4~5397007056228_02c_bq?wid=284&hei=284,"A combined setting and air-drying, gypsum based material for both bulk filling and finishing of joints. High coverage rates and minimal drying shrinkage allows application in 2 coats.Quick dryFeatures and benefitsCombined setting and air-drying gypsum based material for both bulk filling and finishing. Ideal for repairs, chasing in and patching. This product has a working time of just 60 minutes and any second coat can be applied in 140 minutes. High coverage rate and minimal drying shrinkage allows easy application and sandingTwo-coat filler and finishing jointing compound for drywal systemsEasy to mix, apply and sandsuperb coverageMinimal shrinkage - requires fewer coats, saving time and moneyideal for fixing coveApply by hand, 60 minute working time"
148,"Thistle OneCoat Plaster, 7.5kg Bag",£15.96,Plastering supplies,https://www.diy.com/departments/thistle-onecoat-plaster-7-5kg-bag/5015892886767_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-easi-fill-quick-dry-white-two-coat-filler-jointing-compound-5kg-bag~5015892846945_02c_bq?wid=284&hei=284,"Ideal for use on use on brick, block, concrete & plasterboardFeatures and benefitsCombined undercoat and finishing plaster – Ideal product for most plastering repairsConvenient bag size - reduces wastage, ideal for smaller projectsUse on brick, block, concrete and plasterboard - a versatile product for a variety of surfaces"
149,"Gyproc Standard Tapered edge Plasterboard, (L)1.8m (W)0.9m (T)9.5mm",£10.23,Plastering supplies,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-1-8m-w-0-9m-t-9-5mm/47281_BQ.prd,https://media.diy.com/is/image/Kingfisher/thistle-onecoat-plaster-7-5kg-bag~5015892886767_08c_bq?wid=284&hei=284,Gyproc Plasterboard is a standard multipurpose Plasterboard used for dry lining ceilings and walls. The boards can be used for many applications and are suitable for direct decoration or Thistle plaster finish. When using these plasterboard sheets use drywall screws.Features and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationTapered edge design – ideal for taping and jointing
150,Gyproc White Coving Adhesive a,£14.48,Plastering supplies,https://www.diy.com/departments/gyproc-white-coving-adhesive-a/5015892886743_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-tapered-edge-plasterboard-l-1-8m-w-0-9m-t-9-5mm~5015341016172_01c_bq?wid=284&hei=284,"Features and benefitsEnough adhesive to fix 15 linear metresA gypsum based powder adhesive specifically formulated for fixing and filling mitred joints of paper, faced cove and cornice"
151,"Pro Cove Lite Classic C-shaped Polystyrene Coving (L)3m (W)127mm, Pack of 6",£39,Plastering supplies,https://www.diy.com/departments/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-127mm-pack-of-6/932663_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-white-coving-adhesive-a~5015892886743_08c_bq?wid=284&hei=284,"Adhesive requiredFeatures and benefitsFaster than plaster - up to 3 times quicker to Install. Paper wrapped to match plaster board / drywall finish. Fully paintable with no need to primeSmooth paper faced precision finishLightweight, quick and easy to InstallHarmonise wall to ceilingConceal settlement cracksModern high density polymer resists knocks"
152,"Thistle Undercoat plaster, 7.5kg Bag",£12.24,Plastering supplies,https://www.diy.com/departments/thistle-undercoat-plaster-7-5kg-bag/5015892886774_BQ.prd,https://media.diy.com/is/image/Kingfisher/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-127mm-pack-of-6~5013571174495_03c_bq?wid=284&hei=284,"Ideal for use on concrete, bricks, blocks & plasterboardFeatures and benefitsDries to a gritty finish – provides a perfect key for Thistle Finishing PlasterConvenient bag size - reduces wastage, ideal for smaller projectsUse on brick, block, concrete and plasterboard - a versatile product for a variety of surfaces"
153,"Artex Richmond Traditional Plaster Ceiling rose, (Dia)530mm",£63,Plastering supplies,https://www.diy.com/departments/artex-richmond-traditional-plaster-ceiling-rose-dia-530mm/253945_BQ.prd,https://media.diy.com/is/image/Kingfisher/thistle-undercoat-plaster-7-5kg-bag~5015892886774_08c_bq?wid=284&hei=284,Add an elegant finishing touch to your ceiling lights with this white plaster ceiling rose. It has a diameter of 530mm and creates a traditional frame with its stylish design.Adhesive required
154,"Colours Nayak Traditional Polyurethane Ceiling rose, (Dia)300mm",£21,Plastering supplies,https://www.diy.com/departments/colours-nayak-traditional-polyurethane-ceiling-rose-dia-300mm/256982_BQ.prd,https://media.diy.com/is/image/Kingfisher/artex-richmond-traditional-plaster-ceiling-rose-dia-530mm~5015892883407_02c_bq?wid=284&hei=284,Add an elegant finishing touch to your ceiling lights with this white polyurethane ceiling rose. It has a diameter of 300mm and creates a traditional frame with its stylish design.
155,"Toupret Fine finish Ready mixed Finishing plaster, 6kg Tub",£34,Plastering supplies,https://www.diy.com/departments/toupret-fine-finish-ready-mixed-finishing-plaster-6kg-tub/1849581_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-nayak-traditional-polyurethane-ceiling-rose-dia-300mm~5397007038149_02c_bq?wid=284&hei=284,"PaintableIncludes roller and bladeCover up imperfections, scratches and small defects up to 2 mm thick. Roll, smooth and save a great deal of time.Features and benefitsMAGIC’LISS guarantees a perfectly smooth result, white and soft to the touch, and really beautifies your paintwork.Complete, easy smoothing kit for a perfect finish on walls and ceilingsThe plaster can smooth over a surface for up to 2mm thickEasierFaster"
156,"Diall Fine finish Ready mixed Smoothover finishing plaster, 4kg",£13.57,Plastering supplies,https://www.diy.com/departments/diall-fine-finish-ready-mixed-smoothover-finishing-plaster-4kg/1849578_BQ.prd,https://media.diy.com/is/image/Kingfisher/toupret-fine-finish-ready-mixed-finishing-plaster-6kg-tub~3178310013045_01bq?wid=284&hei=284,"PaintableCan be applied to plaster, plasterboard, gypsum blocks, concrete, cellular concrete, cement, brick, stone and previously painted surfaces.Features and benefitsReady to usePerfect for smoothing out minor faults, broken surfaces, scratches and other imperfections up to 2mm deep prior to painting or wallpapering24 hours drying timeNot suitable for temperatures below +8°C and above +35°CPaintable and sandable"
157,"Colours Intonaco Heritage C-shaped Duropolymer Coving (L)2m (W)94mm, Pack of 4",£48,Cornices & coving,https://www.diy.com/departments/colours-intonaco-heritage-c-shaped-duropolymer-coving-l-2m-w-94mm-pack-of-4/202343_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-intonaco-heritage-c-shaped-duropolymer-coving-l-2m-w-94mm-pack-of-4~5397007056228_02c_bq?wid=284&hei=284,"Complete the architecture of a room with this pack of four white 2m covings, decorating the corner in between the wall and the ceilingAdhesive requiredFeatures and benefitsAdhesive required"
158,"Colours Montparnasse Authentic C-shaped Duropolymer Coving (L)2m (W)69mm, Pack of 4",£37,Cornices & coving,https://www.diy.com/departments/colours-montparnasse-authentic-c-shaped-duropolymer-coving-l-2m-w-69mm-pack-of-4/208445_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-intonaco-heritage-c-shaped-duropolymer-coving-l-2m-w-94mm-pack-of-4~5397007056228_02c_bq?wid=284&hei=284,"Complete the architecture of a room with this pack of four white 2m covings, decorating the corner in between the wall and the ceilingAdhesive requiredFeatures and benefitsAdhesive required"
159,"Colours Intonaco Heritage C-shaped Duropolymer Internal Coving corner (L)250mm (W)94mm, Pack of 2",£9.19,Cornices & coving,https://www.diy.com/departments/colours-intonaco-heritage-c-shaped-duropolymer-internal-coving-corner-l-250mm-w-94mm-pack-of-2/212118_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-montparnasse-authentic-c-shaped-duropolymer-coving-l-2m-w-69mm-pack-of-4~5397007056204_02c_bq?wid=284&hei=284,This product is good solution for your final ceiling touches. The covering corner comes in (L)250mm (W)94mm.Adhesive requiredFeatures and benefitsAdhesive required
160,"Pro Cove Lite Classic C-shaped Polystyrene Coving (L)3m (W)100mm, Pack of 6",£35,Cornices & coving,https://www.diy.com/departments/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-100mm-pack-of-6/1251080_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-intonaco-heritage-c-shaped-duropolymer-internal-coving-corner-l-250mm-w-94mm-pack-of-2~5397007037760_01i_bq?wid=284&hei=284,"Adhesive requiredFeatures and benefitsFaster than plaster - up to 3 times quicker to Install. Paper wrapped to match plaster board / drywall finish. Fully paintable with no need to primeSmooth paper faced precision finishLightweight, quick and easy to InstallHarmonise wall to ceilingConceal settlement cracksModern high density polymer resists knocks"
161,"Colours Montparnasse Authentic C-shaped Duropolymer Internal Coving corner (L)250mm (W)69mm, Pack of 2",£8.18,Cornices & coving,https://www.diy.com/departments/colours-montparnasse-authentic-c-shaped-duropolymer-internal-coving-corner-l-250mm-w-69mm-pack-of-2/203686_BQ.prd,https://media.diy.com/is/image/Kingfisher/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-100mm-pack-of-6~5013571174501_01i_bq?wid=284&hei=284,Finish your ceiling by adding style with this easy to install product.Adhesive requiredFeatures and benefitsAdhesive required
162,"Pro Cove Lite Classic C-shaped Polystyrene Coving (L)3m (W)127mm, Pack of 6",£39,Cornices & coving,https://www.diy.com/departments/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-127mm-pack-of-6/932663_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-montparnasse-authentic-c-shaped-duropolymer-internal-coving-corner-l-250mm-w-69mm-pack-of-2~5397007037708_01i_bq?wid=284&hei=284,"Adhesive requiredFeatures and benefitsFaster than plaster - up to 3 times quicker to Install. Paper wrapped to match plaster board / drywall finish. Fully paintable with no need to primeSmooth paper faced precision finishLightweight, quick and easy to InstallHarmonise wall to ceilingConceal settlement cracksModern high density polymer resists knocks"
163,"Colours Nayak Traditional Fluted profile Polystyrene Coving (L)2m (W)110mm, Pack of 6",£29,Cornices & coving,https://www.diy.com/departments/colours-nayak-traditional-fluted-profile-polystyrene-coving-l-2m-w-110mm-pack-of-6/256835_BQ.prd,https://media.diy.com/is/image/Kingfisher/pro-cove-lite-classic-c-shaped-polystyrene-coving-l-3m-w-127mm-pack-of-6~5013571174495_03c_bq?wid=284&hei=284,Adhesive requiredFeatures and benefitsLightweight and easy to InstallSmooth finish ready to paintSmooth finish ready to paintHarmonise wall to ceilingConceal settlement cracks
164,"Colours Antioch Contemporary C-shaped Duropolymer Coving (L)2m (W)44mm, Pack of 4",£27,Cornices & coving,https://www.diy.com/departments/colours-antioch-contemporary-c-shaped-duropolymer-coving-l-2m-w-44mm-pack-of-4/208472_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-nayak-traditional-fluted-profile-polystyrene-coving-l-2m-w-110mm-pack-of-6~5397007056389_01c_BQ?wid=284&hei=284,"Complete the architecture of a room with this pack of four white 2m covings, decorating the corner in between the wall and the ceilingAdhesive requiredFeatures and benefitsAdhesive required"
165,Geom Smooth White uPVC Cornice Moulding (L)2.4m (W)50mm (T)25mm 0.4kg,£5.67,Cornices & coving,https://www.diy.com/departments/geom-smooth-white-upvc-cornice-moulding-l-2-4m-w-50mm-t-25mm-0-4kg/147394_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-antioch-contemporary-c-shaped-duropolymer-coving-l-2m-w-44mm-pack-of-4~5397007056181_02c_BQ?wid=284&hei=284,"This 2.4m long moulding adds a modern finish to your interior, adding a decorative touch to the corners of your room"
166,"Colours Antioch Contemporary C-shaped Duropolymer External Coving corner (L)250mm (W)44mm, Pack of 2",£7.59,Cornices & coving,https://www.diy.com/departments/colours-antioch-contemporary-c-shaped-duropolymer-external-coving-corner-l-250mm-w-44mm-pack-of-2/203685_BQ.prd,https://media.diy.com/is/image/Kingfisher/geom-smooth-white-upvc-cornice-moulding-l-2-4m-w-50mm-t-25mm-0-4kg~04058809_01c_bq?wid=284&hei=284,"Decorate the external corner of your room with this pack of two 25cm coving corner pieces, giving the room a more polished, stylish feelAdhesive requiredFeatures and benefitsAdhesive required"
167,"Colours Antioch Contemporary C-shaped Duropolymer Internal Coving corner (L)250mm (W)44mm, Pack of 2",£7.59,Cornices & coving,https://www.diy.com/departments/colours-antioch-contemporary-c-shaped-duropolymer-internal-coving-corner-l-250mm-w-44mm-pack-of-2/212696_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-antioch-contemporary-c-shaped-duropolymer-external-coving-corner-l-250mm-w-44mm-pack-of-2~5397007037548_01i_BQ?wid=284&hei=284,Finish your ceiling by adding style. This product comes in (L)250mm (W)44mm.Adhesive requiredFeatures and benefitsAdhesive required
168,Gyproc Contemporary C-shaped Plaster Coving (L)3m (W)127mm,£11.83,Cornices & coving,https://www.diy.com/departments/gyproc-contemporary-c-shaped-plaster-coving-l-3m-w-127mm/35819_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-antioch-contemporary-c-shaped-duropolymer-internal-coving-corner-l-250mm-w-44mm-pack-of-2~5397007037524_36c_BQ?wid=284&hei=284,"Complete the architecture of a room with this white 3m coving, decorating the corner in between the wall and the ceilingAdhesive requiredCE marked"
169,Gyproc Contemporary C-shaped Plaster Coving (L)3m (W)100mm,£11.83,Cornices & coving,https://www.diy.com/departments/gyproc-contemporary-c-shaped-plaster-coving-l-3m-w-100mm/35818_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-contemporary-c-shaped-plaster-coving-l-3m-w-127mm~5015341084072_01c_bq?wid=284&hei=284,"Complete the architecture of a room with this white 3m coving, decorating the corner in between the wall and the ceilingAdhesive requiredCE marked"
170,"Artex Easifix Classic C-shaped Plaster Coving (L)2m (W)100mm, Pack of 6",£50,Cornices & coving,https://www.diy.com/departments/artex-easifix-classic-c-shaped-plaster-coving-l-2m-w-100mm-pack-of-6/109395_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-contemporary-c-shaped-plaster-coving-l-3m-w-100mm~5015341087035_01c_bq?wid=284&hei=284,Adhesive requiredFeatures and benefitsHigh quality paper-faced plaster coveClassic C shape profileHides cracks between wall and ceiling edgesEasy to cut and joint for cornersIdeal for smaller rooms
171,Gyproc Traditional S-shaped Plaster Coving (L)3m (W)135mm,£12.84,Cornices & coving,https://www.diy.com/departments/gyproc-traditional-s-shaped-plaster-coving-l-3m-w-135mm/35820_BQ.prd,https://media.diy.com/is/image/Kingfisher/artex-easifix-classic-c-shaped-plaster-coving-l-2m-w-100mm-pack-of-6~5010819005207_08c_bq?wid=284&hei=284,"Complete the architecture of a room with this white 3m coving, decorating the corner in between the wall and the ceilingAdhesive requiredCE marked"
172,Colours Nayak Traditional Fluted profile Polystyrene Coving (L)18m (W)100mm,£41,Cornices & coving,https://www.diy.com/departments/colours-nayak-traditional-fluted-profile-polystyrene-coving-l-18m-w-100mm/152954_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-traditional-s-shaped-plaster-coving-l-3m-w-135mm~5015341080548_01c_bq?wid=284&hei=284,Adhesive requiredFeatures and benefitsLightweight and easy to InstallContains pre-mitred lengths and corners suitable for most room shapes up to 18 Linear metresSmooth finish ready to paintHarmonise wall to ceilingConceal settlement cracks
173,"Artex Easifix Classic C-shaped Plaster Coving (L)2m (W)127mm, Pack of 6",£61,Cornices & coving,https://www.diy.com/departments/artex-easifix-classic-c-shaped-plaster-coving-l-2m-w-127mm-pack-of-6/65988_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-nayak-traditional-fluted-profile-polystyrene-coving-l-18m-w-100mm~5397007038361_01c_bq?wid=284&hei=284,Adhesive requiredFeatures and benefitsHigh quality paper-faced plaster coveClassic C shape profileHides cracks between wall and ceiling edgesEasy to cut and joint for cornersIdeal for larger rooms
174,"Classic C-shaped Polystyrene Internal & external Coving corner (L)180mm (W)100mm, Pack of 2",£5.17,Cornices & coving,https://www.diy.com/departments/classic-c-shaped-polystyrene-internal-external-coving-corner-l-180mm-w-100mm-pack-of-2/257069_BQ.prd,https://media.diy.com/is/image/Kingfisher/artex-easifix-classic-c-shaped-plaster-coving-l-2m-w-127mm-pack-of-6~5010819005214_33c_BQ?wid=284&hei=284,Adhesive requiredFeatures and benefitsLightweight and easy to InstallSmooth finish ready to paintHarmonise wall to ceilingConceal settlement cracks
175,"Colours Nayak Traditional Fluted profile Polystyrene Internal & external Coving corner (L)180mm (W)110mm, Pack of 2",£5.06,Cornices & coving,https://www.diy.com/departments/colours-nayak-traditional-fluted-profile-polystyrene-internal-external-coving-corner-l-180mm-w-110mm-pack-of-2/257651_BQ.prd,https://media.diy.com/is/image/Kingfisher/classic-c-shaped-polystyrene-internal-external-coving-corner-l-180mm-w-100mm-pack-of-2~5397007037661_01c_bq?wid=284&hei=284,Adhesive requiredFeatures and benefitsLightweight and easy to InstallSmooth finish ready to paintHarmonise wall to ceilingConceal settlement cracks
176,Colours Nayak Traditional Fluted profile Polystyrene Coving (L)2m (W)110mm,£5.44,Cornices & coving,https://www.diy.com/departments/colours-nayak-traditional-fluted-profile-polystyrene-coving-l-2m-w-110mm/289103_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-nayak-traditional-fluted-profile-polystyrene-internal-external-coving-corner-l-180mm-w-110mm-pack-of-2~5397007038323_01c_bq?wid=284&hei=284,"Adhesive requiredCE markedFeatures and benefitsSmooth finish ready to paintLightweight and easy to InstallHarmonise wall to ceilingConceal settlement cracksPeriod style, harmonises walls to ceilings"
177,Classic C-shaped Polystyrene Coving (L)1.22m (W)100mm,£3.08,Cornices & coving,https://www.diy.com/departments/classic-c-shaped-polystyrene-coving-l-1-22m-w-100mm/257186_BQ.prd,https://media.diy.com/is/image/Kingfisher/colours-nayak-traditional-fluted-profile-polystyrene-coving-l-2m-w-110mm~5397007131413_02c_BQ?wid=284&hei=284,Adhesive requiredFeatures and benefitsLightweight and easy to InstallSmooth finish ready to paintHarmonise wall to ceilingConceal settlement cracks
178,"Colours Altamira Classic C-shaped Polystyrene Internal & external Coving corner (L)180mm (W)100mm, Pack of 2",£5.15,Cornices & coving,https://www.diy.com/departments/colours-altamira-classic-c-shaped-polystyrene-internal-external-coving-corner-l-180mm-w-100mm-pack-of-2/257924_BQ.prd,https://media.diy.com/is/image/Kingfisher/classic-c-shaped-polystyrene-coving-l-1-22m-w-100mm~5397007038088_01c_bq?wid=284&hei=284,Adhesive requiredFeatures and benefitsLightweight and easy to InstallSmooth finish ready to paintHarmonise wall to ceilingConceal settlement cracks
